"","x1","x2","Type"
"TCGE-01-0256-30-A",0.840834582897019,-8.28601444045044,"Pancreatic Cancer"
"TCGE-01-0257-30-A",-2.06863315801781,-0.713626705819314,"Pancreatic Cancer"
"TCGE-01-0258-30-A",-1.28223264189891,-6.00495855119119,"Pancreatic Cancer"
"TCGE-01-0259-30-A",-1.08725205580904,-5.22465432742067,"Pancreatic Cancer"
"TCGE-01-0260-30-A",-0.659839925212389,-4.65645644093198,"Pancreatic Cancer"
"TCGE-01-0261-30-A",-0.271469479054077,-4.26431182402837,"Pancreatic Cancer"
"TCGE-01-0262-30-A",1.87613476378617,-9.3287299112693,"Pancreatic Cancer"
"TCGE-01-0280-30-A",-1.71417125180895,-8.09015982538952,"Pancreatic Cancer"
"TCGE-01-0263-30-A",-3.41689847353578,-6.12076049454307,"Pancreatic Cancer"
"TCGE-01-0264-30-A",-1.6127284842293,-3.92968735437734,"Pancreatic Cancer"
"TCGE-01-0265-30-A",0.488182849060746,-9.00394227244117,"Pancreatic Cancer"
"TCGE-01-0266-30-A",3.11377145804165,-4.43048558185038,"Pancreatic Cancer"
"TCGE-01-0267-30-A",1.1897381568334,-9.27209926275323,"Pancreatic Cancer"
"TCGE-01-0268-30-A",2.67829137377094,-7.50971471112674,"Pancreatic Cancer"
"TCGE-01-0269-30-A",-1.69311839853641,-2.2676596410896,"Pancreatic Cancer"
"TCGE-01-0270-30-A",-3.22282302702886,-7.61131311416349,"Pancreatic Cancer"
"TCGE-01-0271-30-A",-1.7269942777799,-5.85050684713415,"Pancreatic Cancer"
"TCGE-01-0272-30-A",0.686625723334257,-5.74533698170782,"Pancreatic Cancer"
"TCGE-01-0281-30-A",0.924628624933347,-4.32696875072665,"Pancreatic Cancer"
"TCGE-01-0273-30-A",-1.84336102366265,-5.92538293219595,"Pancreatic Cancer"
"TCGE-01-0274-30-A",1.4341021078525,-9.51064086111051,"Pancreatic Cancer"
"TCGE-01-0282-30-A",1.50919175471221,-5.53238994657876,"Pancreatic Cancer"
"TCGE-01-0283-30-A",-1.28486819556254,-5.79092984775425,"Pancreatic Cancer"
"TCGE-01-0207-30-A",-2.34102348835832,8.86777626758279,"Renal Cancer"
"TCGE-01-0195-30-A",0.0670790420303911,8.45862915341507,"Renal Cancer"
"TCGE-01-0196-30-A",3.84101110336541,3.71423590346729,"Renal Cancer"
"TCGE-01-0197-30-A",0.0944293952115156,7.48107274056933,"Renal Cancer"
"TCGE-01-0198-30-A",3.46124059282975,7.58750104892732,"Renal Cancer"
"TCGE-01-0199-30-A",4.43763256260289,7.78836923746029,"Renal Cancer"
"TCGE-01-0200-30-A",3.58245640790151,6.47031109412988,"Renal Cancer"
"TCGE-01-0201-30-A",0.0528217600548626,8.70944996628386,"Renal Cancer"
"TCGE-01-0202-30-A",0.432383853464854,8.0733164870479,"Renal Cancer"
"TCGE-01-0203-30-A",4.59499343867674,3.43698783673721,"Renal Cancer"
"TCGE-01-0204-30-A",2.90103673752774,8.3303216894479,"Renal Cancer"
"TCGE-01-0188-30-A",-0.739784021197485,6.77288427952226,"Renal Cancer"
"TCGE-01-0206-30-A",3.35455816333979,3.18088933288949,"Renal Cancer"
"TCGE-01-0205-30-A",4.40650085368949,7.99051217901166,"Renal Cancer"
"TCGE-01-0189-30-A",3.26807622545577,3.35703449209572,"Renal Cancer"
"TCGE-01-0190-30-A",2.90657286200821,8.45634144027857,"Renal Cancer"
"TCGE-01-0191-30-A",0.923340555960761,8.47636236610415,"Renal Cancer"
"TCGE-01-0192-30-A",4.02122336024639,4.48792517300586,"Renal Cancer"
"TCGE-01-0193-30-A",4.54592967131974,3.64361543164301,"Renal Cancer"
"TCGE-01-0194-30-A",1.63888884965925,8.23762607208522,"Renal Cancer"
