"","x1","x2","Type"
"TCGE-01-0246-30-A",2.76418404781322,-6.78493580256841,"Pancreatic Cancer"
"TCGE-01-0247-30-A",0.880250107713309,-6.78601130168152,"Pancreatic Cancer"
"TCGE-01-0248-30-A",-3.43569930181679,-7.02027776003209,"Pancreatic Cancer"
"TCGE-01-0249-30-A",-2.70029563071921,-6.14966889512509,"Pancreatic Cancer"
"TCGE-01-0250-30-A",-2.96933008144277,-7.74094447369566,"Pancreatic Cancer"
"TCGE-01-0251-30-A",4.3473933846083,-6.87111130922071,"Pancreatic Cancer"
"TCGE-01-0252-30-A",-2.13763054339107,-5.21677057395265,"Pancreatic Cancer"
"TCGE-01-0279-30-A",-5.13157302587956,-8.05025357222006,"Pancreatic Cancer"
"TCGE-01-0253-30-A",1.89126951461442,-6.7982879694616,"Pancreatic Cancer"
"TCGE-01-0254-30-A",0.647937653428284,-5.4080255343001,"Pancreatic Cancer"
"TCGE-01-0255-30-A",-0.804255400529813,-8.26690113716662,"Pancreatic Cancer"
